lib_id,contains_non_Culicidae_COI,species,is_contaminated,snp_count,mean_frequency,mean_depth
20CY1SDH1523,,Culex aff. dolosus CJForm PGF-2018,no_but_species_uncertain,0,0,0
20CY1SDH1524,,Culex aff. dolosus CJForm PGF-2018,no_but_species_uncertain,0,0,0
20CY1SDH1525,,Armigeres subalbatus/Culex aff. dolosus CJForm PGF-2018,no_but_species_uncertain,11.1731843575419,0.08516464389389344,8.333333333333334
20CY1SDH1526,,Culex aff. dolosus CJForm PGF-2018,no_but_species_uncertain,0,0,0
20CY1SDH1527,,Culex aff. dolosus CJForm PGF-2018,no_but_species_uncertain,0,0,0
20CY1YW1498,,Aedes galloisi,no_but_species_uncertain,1.9047619047619049,0.4615384615384615,6
20CY1YW1499,,Aedes galloisi,no_but_species_uncertain,0,0,0
20CY1YW1500,,Aedes galloisi,no_but_species_uncertain,0.6027727546714888,0.06067172264355363,56
20CY1YW1501,,Aedes galloisi,no_but_species_uncertain,0,0,0
20CY1YW1502,,Aedes galloisi,no_but_species_uncertain,0,0,0
20CY1YW1503,,Aedes galloisi,no_but_species_uncertain,0,0,0
20CY1YW1505,,Aedes galloisi,no_but_species_uncertain,2.542911633820725,0.2883522727272727,7.5
20CY1YW1506,,Aedes galloisi,no_but_species_uncertain,0.6203473945409429,0.08943089430894309,22
20CY1YW1507,,Aedes galloisi,no_but_species_uncertain,0,0,0
20CY2KW1543,,Culex theileri,no_but_species_uncertain,1.2091898428053205,0.05819364466392131,49
20CY2KW1547,,Culex theileri,no_but_species_uncertain,0,0,0
20CY2SDH1553,,Culex aff. dolosus CJForm PGF-2018,no_but_species_uncertain,2.304147465437788,0.14290760883923934,22
20CY2SDH1557,,Culex aff. dolosus CJForm PGF-2018,no_but_species_uncertain,0.5668934240362812,0.2222222222222222,8
20CY2SDH1558,,Culex aff. dolosus CJForm PGF-2018,no_but_species_uncertain,2.4330900243309004,0.16111545543364592,271
20CY2SDH1560,,Culex aff. dolosus CJForm PGF-2018,no_but_species_uncertain,0,0,0
20DHMKW1381,,Culex tritaeniorhynchus,no_but_species_uncertain,0.5704506560182544,0.0678391959798995,27
20DHMSDH1389,,Culex tritaeniorhynchus,no_but_species_uncertain,0.6285355122564426,0.05194805194805195,24
20DHMYW1375,,Ochlerotatus vittiger,no_but_species_uncertain,0,0,0
20GDKW0741,,Culex torrentium,no_but_species_uncertain,0,0,0
20GDKW0742,,Culex torrentium,no_but_species_uncertain,0,0,0
20GDKW0743,,Aedes mcintoshi,no_but_species_uncertain,0,0,0
20GDSDH0751,,Culex tritaeniorhynchus,no_but_species_uncertain,0,0,0
20GDSDH0753,,Culex tritaeniorhynchus,no_but_species_uncertain,0.6172839506172839,0.05063291139240506,8
20GDSDH0755,,Culex tritaeniorhynchus,no_but_species_uncertain,2.2962112514351323,0.10628991375337415,11.25
20GDSDH0756,,Culex tritaeniorhynchus,no_but_species_uncertain,0,0,0
20GDSDH0757,,Culex tritaeniorhynchus,no_but_species_uncertain,0,0,0
20GDSDH0758,,Culex tritaeniorhynchus,no_but_species_uncertain,1.351351351351351,0.07792207792207792,13
20GDSDH0760,,Culex tritaeniorhynchus,no_but_species_uncertain,0,0,0
20GDSDH0783,,Culex tritaeniorhynchus,no_but_species_uncertain,0,0,0
20GDSR0763,,Aedes mcintoshi,no_but_species_uncertain,0,0,0
20GDSR0764,,Aedes mcintoshi/Aedes notoscriptus,no_but_species_uncertain,3.65296803652968,0.22720375106564364,11.25
20GDSR0766,,Aedes mcintoshi,no_but_species_uncertain,2.197802197802198,0.3904761904761905,13.666666666666666
20GDYW0736,,Aedes galloisi,no_but_species_uncertain,0,0,0
20GXSDH0500,,Culex tritaeniorhynchus,no_but_species_uncertain,0,0,0
20GXSDH0501,,Culex tritaeniorhynchus,no_but_species_uncertain,0,0,0
20GXSDH0502,,Culex tritaeniorhynchus,no_but_species_uncertain,0,0,0
20GXSDH0503,,Culex tritaeniorhynchus,no_but_species_uncertain,0.6426735218508997,0.0711864406779661,21
20GXSDH0504,,Culex tritaeniorhynchus,no_but_species_uncertain,0.6506180871828238,0.0548780487804878,9
20GXSDH0505,,Culex tritaeniorhynchus,no_but_species_uncertain,0.6349206349206349,0.0594059405940594,6
20GXSDH0506,,Culex tritaeniorhynchus,no_but_species_uncertain,1.82370820668693,0.2217592592592593,9.666666666666666
20GXSDH0508,,Culex tritaeniorhynchus,no_but_species_uncertain,1.371742112482853,0.20363143675409912,55
20GZSDH0440,,Culex tritaeniorhynchus,no_but_species_uncertain,0,0,0
20GZYW0417,,Aedes galloisi,no_but_species_uncertain,7.677543186180422,0.11000456522415616,11.416666666666666
20HEBAW0712,,Anopheles sinensis,no_but_species_uncertain,0,0,0
20HEBAW0714,,Anopheles sinensis,no_but_species_uncertain,0,0,0
20HEBAW0716,,Anopheles sinensis,no_but_species_uncertain,0,0,0
20HEBAW0718,,Anopheles sinensis,no_but_species_uncertain,0,0,0
20HEBBM0721,,Ochlerotatus caspius,no_but_species_uncertain,5.111821086261981,0.19102692828054108,10.375
20HEBBM0722,,Ochlerotatus caspius,no_but_species_uncertain,0,0,0
20HEBBM0723,,Ochlerotatus caspius,no_but_species_uncertain,0,0,0
20HEBBM0724,,Ochlerotatus caspius,no_but_species_uncertain,0,0,0
20HEBBM0727,,Ochlerotatus caspius,no_but_species_uncertain,0,0,0
20HEBBM0729,,Ochlerotatus caspius,no_but_species_uncertain,0,0,0
20HEBBM0730,,Ochlerotatus caspius,no_but_species_uncertain,0,0,0
20HENSDH0310,,Culex camposi,no_but_species_uncertain,0,0,0
20HKAW0677,,Anopheles donaldi,no_but_species_uncertain,4.4958253050738595,0.08943633942099495,10.142857142857142
20HKBM0679,,Aedes mcintoshi,no_but_species_uncertain,0,0,0
20HKBM0681,,Ochlerotatus vittiger,no_but_species_uncertain,0,0,0
20HKBM0682,,Aedes mcintoshi,no_but_species_uncertain,1.2911555842479021,0.09357142857142856,6
20HKBM0689,,Aedes vexans,no_but_species_uncertain,0,0,0
20HKKW0649,,Culex decens/Culex gelidus,no_but_species_uncertain,0,0,0
20HKSDH0657,,Culex tritaeniorhynchus,no_but_species_uncertain,0,0,0
20HKSDH0659,,Culex gelidus,no_but_species_uncertain,0,0,0
20HKSDH0660,,Culex gelidus,no_but_species_uncertain,0,0,0
20HUNSDH0122,,Culex tritaeniorhynchus,no_but_species_uncertain,12.08865010073875,0.1086648580956434,17.555555555555557
20HUNSDH0123,,Culex tritaeniorhynchus,no_but_species_uncertain,0,0,0
20HUNSDH0125,,Culex tritaeniorhynchus,no_but_species_uncertain,0,0,0
20HUNSDH0126,,Culex tritaeniorhynchus,no_but_species_uncertain,0,0,0
20HUNSDH0127,,Culex tritaeniorhynchus,no_but_species_uncertain,4.331683168316832,0.06940712627633114,9.857142857142858
20HUNSDH0128,,Culex tritaeniorhynchus,no_but_species_uncertain,3.6855036855036856,0.08341073489361746,9
20HUNSDH0129,,Culex tritaeniorhynchus,no_but_species_uncertain,0,0,0
20JXSDH0077,,Culex tritaeniorhynchus,no_but_species_uncertain,3.771213073538655,0.07687473411108267,7
20LKKW1569,,Culex pipiens,no_but_species_uncertain,6.815365551425031,0.09256176933937713,141.36363636363637
20LKKW1570,,Culex pipiens,no_but_species_uncertain,3.132832080200501,0.05749709250888128,8
20LKWZKW1571,,Culex quinquefasciatus,no_but_species_uncertain,0.6079027355623101,0.1232876712328767,9
20LKWZKW1572,,Culex quinquefasciatus,no_but_species_uncertain,5.441354292623942,0.0797735342808738,9.77777777777778
20LKWZKW1573,,Culex quinquefasciatus,no_but_species_uncertain,0,0,0
20LKYW1494,,Ochlerotatus vittiger,no_but_species_uncertain,2.942907592701589,0.13288984274257765,24.4
20LKYW1495,,Ochlerotatus vittiger,no_but_species_uncertain,0,0,0
20MBBBM1228,,Ochlerotatus sierrensis,no_but_species_uncertain,0.6285355122564426,0.06598984771573604,26
20MBBSDH1226,,Culex orientalis/Culex torrentium,no_but_species_uncertain,0,0,0
20MDMAW1301,,Anopheles maculatus,no_but_species_uncertain,2.9638411381149967,0.05886004308712365,47.4
20MDMAW1306,,Anopheles maculatus,no_but_species_uncertain,0,0,0
20MDMBM1312,,Uranotaenia unguiculata,no_but_species_uncertain,0,0,0
20MDMKW1297,,Culex pipiens,no_but_species_uncertain,4.40852314474651,0.06852957049965804,43
20MDMSDH1299,,Culex aff. dolosus CJForm PGF-2018,no_but_species_uncertain,6.232294617563739,0.07547487875260388,26.636363636363637
20MDMYW1293,,Aedes nipponicus/Ochlerotatus sierrensis,no_but_species_uncertain,0.7633587786259541,0.19607843137254904,10
20MDXAW1200,,Anopheles evansae,no_but_species_uncertain,0,0,0
20MDXAW1201,,Anopheles maculatus,no_but_species_uncertain,0,0,0
20MDXAW1202,,Anopheles anthropophagus,no_but_species_uncertain,0,0,0
20MDXAW1203,,Anopheles maculatus,no_but_species_uncertain,0,0,0
20MDXAW1205,,Anopheles stephensi,no_but_species_uncertain,0,0,0
20MDXAW1206,,Anopheles funestus,no_but_species_uncertain,0,0,0
20MDXAW3294,,Anopheles maculatus,no_but_species_uncertain,0,0,0
20MDXAW3295,,Anopheles superpictus,no_but_species_uncertain,0,0,0
20MDXBM1215,,Aedes rubrithorax,no_but_species_uncertain,10.184595798854232,0.1002158584692998,72.5
20MDXBM1216,,Aedes galloisi,no_but_species_uncertain,22.78820375335121,0.09460063908414976,71.29411764705883
20MDXBM1217,,Armigeres subalbatus,no_but_species_uncertain,3.6079374624173184,0.28682928846859795,23.166666666666668
20MDXKW1222,,Culex australicus,no_but_species_uncertain,8.113590263691684,0.06010957438138566,10.583333333333334
20MDXSDH1181,,Culex aff. dolosus CJForm PGF-2018,no_but_species_uncertain,0.6613756613756614,0.26666666666666666,12
20MDXSDH1182,,Culex aff. dolosus CJForm PGF-2018,no_but_species_uncertain,0,0,0
20MDXSDH1183,,Culex aff. dolosus CJForm PGF-2018,no_but_species_uncertain,0,0,0
20MDXSDH1185,,Culex aff. dolosus CJForm PGF-2018,no_but_species_uncertain,0,0,0
20MDXSDH1187,,Culex aff. dolosus CJForm PGF-2018,no_but_species_uncertain,2.3001725129384702,0.15677903479348948,20.25
20MDXSDH1188,,Culex aff. dolosus CJForm PGF-2018,no_but_species_uncertain,0,0,0
20MDXSDH3291,,Culex aff. dolosus CJForm PGF-2018,no_but_species_uncertain,0,0,0
20MDXSDH3292,,Culex aff. dolosus CJForm PGF-2018,no_but_species_uncertain,0,0,0
20MDXSR1192,,Armigeres subalbatus,no_but_species_uncertain,4.682274247491638,0.28763553908225836,27
20MDXSR1194,,Armigeres subalbatus,no_but_species_uncertain,0,0,0
20MDXSR1196,,Armigeres subalbatus,no_but_species_uncertain,5.5286800276434,0.17842769700877426,32.375
20MDXSR3288,,Armigeres subalbatus,no_but_species_uncertain,4.587155963302752,0.0789897124759404,19.571428571428573
20MDXSR3298,,Armigeres subalbatus,no_but_species_uncertain,5.574912891986063,0.07428099571757597,25.625
20MDXYW1168,,Aedes galloisi,no_but_species_uncertain,0,0,0
20MDXYW1170,,Armigeres subalbatus,no_but_species_uncertain,0,0,0
20MDXYW1172,,Aedes galloisi,no_but_species_uncertain,0,0,0
20MDXYW1174,,Aedes galloisi,no_but_species_uncertain,0,0,0
20MDXYW1176,,Ochlerotatus rusticus,no_but_species_uncertain,0,0,0
20MDXYW1177,,Aedes galloisi,no_but_species_uncertain,0,0,0
20MDXYW3281,,Aedes galloisi,no_but_species_uncertain,2.452483139178418,0.3593569280592181,22.25
20MDXYW3282,,Aedes galloisi,no_but_species_uncertain,0,0,0
20MDXYW3283,,Aedes galloisi,no_but_species_uncertain,0.6711409395973154,0.11805555555555557,17
20MGLBM1323,,Culex cylindricus,no_but_species_uncertain,0,0,0
20MGLBM1324,,Ochlerotatus taeniorhynchus,no_but_species_uncertain,0,0,0
20MJJBM1325,,Ochlerotatus caspius,no_but_species_uncertain,0,0,0
20MJJBM1326,,Ochlerotatus caspius,no_but_species_uncertain,0.5896226415094339,0.05343511450381679,7
20MJJBM1327,,Ochlerotatus caspius,no_but_species_uncertain,0,0,0
20MJJBM1328,,Ochlerotatus caspius,no_but_species_uncertain,0.6435006435006435,0.06557377049180328,8
20MJJBM1329,,Ochlerotatus caspius,no_but_species_uncertain,0,0,0
20MJJBMBM3278,,Ochlerotatus caspius,no_but_species_uncertain,1.948051948051948,0.05594579263867589,7.333333333333333
20MJJBMBM3279,,Ochlerotatus caspius,no_but_species_uncertain,0,0,0
20MJJBMBM3280,,Ochlerotatus caspius,no_but_species_uncertain,0,0,0
20MLCSDH1066,,Culex aff. dolosus CJForm PGF-2018,no_but_species_uncertain,0,0,0
20MLDBM1318,,Ochlerotatus vittiger,no_but_species_uncertain,0,0,0
20MMDAW1249,,Anopheles maculatus,no_but_species_uncertain,0,0,0
20MMDAW1251,,Anopheles stephensi,no_but_species_uncertain,0,0,0
20MMDSDH1229,,Culex aff. dolosus CJForm PGF-2018,no_but_species_uncertain,0,0,0
20MMDSDH1230,,Culex aff. dolosus CJForm PGF-2018,no_but_species_uncertain,0.6180469715698392,0.09473684210526316,9
20MMDSDH1232,,Culex aff. dolosus CJForm PGF-2018,no_but_species_uncertain,0,0,0
20MMDSDH1233,,Culex tarsalis,no_but_species_uncertain,0.6142506142506142,0.1891891891891892,7
20MMDSDH1234,,Culex aff. dolosus CJForm PGF-2018,no_but_species_uncertain,0,0,0
20MMDSDH1235,,Culex aff. dolosus CJForm PGF-2018,no_but_species_uncertain,0,0,0
20MMDSDH1236,,Culex aff. dolosus CJForm PGF-2018,no_but_species_uncertain,0,0,0
20MMDSDH1237,,Culex camposi,no_but_species_uncertain,0,0,0
20MMDSR1247,,Armigeres subalbatus,no_but_species_uncertain,0,0,0
20MMDSR3306,,Armigeres subalbatus,no_but_species_uncertain,0,0,0
20MMRAW1277,,Anopheles anthropophagus,no_but_species_uncertain,0,0,0
20MMRAW1278,,Anopheles maculatus,no_but_species_uncertain,0,0,0
20MMRBM1286,,Armigeres subalbatus,no_but_species_uncertain,0,0,0
20MMRBM1289,,Armigeres subalbatus,no_but_species_uncertain,3.431708991077557,0.11308667537030544,30.8
20MMRBM1290,,Armigeres subalbatus,no_but_species_uncertain,3.8684719535783367,0.1831514488821252,24.166666666666668
20MMRSDH1263,,Culex australicus,no_but_species_uncertain,9.622501850481123,0.2118137730363949,7.230769230769231
20MMRSDH1264,,Culex annulioris/Culex bitaeniorhynchus,no_but_species_uncertain,0,0,0
20MMRSDH1265,,Culex aff. dolosus CJForm PGF-2018,no_but_species_uncertain,0,0,0
20MMRSR1266,,Armigeres subalbatus,no_but_species_uncertain,3.1665611146295127,0.21728588861458195,19
20MMRSR1267,,Armigeres subalbatus,no_but_species_uncertain,0.6265664160401002,0.30434782608695654,7
20MMRSR1270,,Armigeres subalbatus,no_but_species_uncertain,0,0,0
20MMRSR1271,,Armigeres subalbatus,no_but_species_uncertain,3.8560411311053984,0.06257538794281595,13.833333333333334
20MMRSR1274,,Armigeres subalbatus,no_but_species_uncertain,7.950530035335689,0.10154868911783611,48
20MMRSR3314,,Armigeres subalbatus,no_but_species_uncertain,0,0,0
20MMRSR3315,,Armigeres subalbatus,no_but_species_uncertain,12.78976818545164,0.16734648931582158,32.375
20MXCBM1321,,Ochlerotatus sierrensis,no_but_species_uncertain,0.6501950585175553,0.13861386138613865,14
20MXCBM1322,,Ochlerotatus sierrensis,no_but_species_uncertain,0,0,0
20MXCSDH1319,,Culex aff. dolosus CJForm PGF-2018,no_but_species_uncertain,0,0,0
20MXCSDH1320,,Culex declarator,no_but_species_uncertain,0,0,0
20MYDAW1165,,Anopheles maculatus,no_but_species_uncertain,0,0,0
20MYDBM1166,,Aedes galloisi,no_but_species_uncertain,0,0,0
20MYDBM1167,,Culex lygrus,no_but_species_uncertain,5.4945054945054945,0.07843037425096196,10
20MYDSDH1146,,Culex aff. dolosus CJForm PGF-2018,no_but_species_uncertain,0,0,0
20MYDSDH1147,,Culex tritaeniorhynchus,no_but_species_uncertain,0,0,0
20MYDSDH1149,,Culex tarsalis,no_but_species_uncertain,0,0,0
20MYDSDH1150,,Culex australicus,no_but_species_uncertain,1.3106159895150722,0.11382866208355367,7
20MYDSDH1151,,Culex tarsalis,no_but_species_uncertain,4.62962962962963,0.07762734694398832,16
20MYDSDH1152,,Culex lygrus,no_but_species_uncertain,0,0,0
20MYDSDH1153,,Culex tarsalis,no_but_species_uncertain,0,0,0
20MYDSDH1154,,Culex australicus,no_but_species_uncertain,0,0,0
20MYDSDH3266,,Culex tarsalis,no_but_species_uncertain,5.892751915144372,0.14199590327566916,52.2
20MYDSDH3270,,Culex australicus/Culex murrelli,yes,5.562422744128554,0.15274837715424425,34.666666666666664
20MYDSDH3277,,Culex tarsalis,no_but_species_uncertain,7.985257985257985,0.11021185648571784,20
20MYDSR1157,,Armigeres subalbatus,no_but_species_uncertain,1.9096117122851688,0.12178458245873976,11
20MYDSR1158,,Armigeres subalbatus,no_but_species_uncertain,0,0,0
20MYDSR1159,,Armigeres subalbatus,no_but_species_uncertain,4.701141705842848,0.24932174753891093,11.428571428571429
20MYDSR1161,,Armigeres subalbatus,no_but_species_uncertain,2.0905923344947737,0.16282100648677467,8.333333333333334
20MYDSR1162,,Armigeres subalbatus,no_but_species_uncertain,2.609262883235486,0.13629304245407364,15.75
20MYDYW1125,,Aedes albopictus/Armigeres subalbatus,yes,1.837109614206981,0.06680128710270554,6
20MYDYW1126,,Aedes galloisi,no_but_species_uncertain,0,0,0
20MYDYW1127,,Aedes galloisi,no_but_species_uncertain,0,0,0
20MYDYW1128,,Aedes galloisi,no_but_species_uncertain,1.8773466833541927,0.13180277935019802,30.666666666666668
20MYDYW1129,,Aedes galloisi,no_but_species_uncertain,0,0,0
20MYDYW1130,,Aedes galloisi,no_but_species_uncertain,1.2642225031605565,0.08759590792838876,6
20MYDYW1132,,Ochlerotatus taeniorhynchus,no_but_species_uncertain,4.171632896305125,0.06097021874199082,6
20MYDYW1133,,Ochlerotatus taeniorhynchus,no_but_species_uncertain,7.088009450679268,0.07542399459444889,9.333333333333334
20MYDYW1134,,Ochlerotatus taeniorhynchus,no_but_species_uncertain,0,0,0
20MYDYW3258,,Aedes galloisi,no_but_species_uncertain,2.167630057803468,0.05988983414104342,9.333333333333334
20MYDYW3259,,Aedes galloisi,no_but_species_uncertain,0.6269592476489029,0.13333333333333333,6
20MYRAW1105,,Anopheles anthropophagus,no_but_species_uncertain,0,0,0
20MYRAW1106,,Anopheles anthropophagus,no_but_species_uncertain,0,0,0
20MYRAW1108,,Anopheles anthropophagus,no_but_species_uncertain,0,0,0
20MYRAW1109,,Anopheles anthropophagus,no_but_species_uncertain,0,0,0
20MYRAW1111,,Anopheles maculatus,no_but_species_uncertain,0,0,0
20MYRAW1112,,Anopheles anthropophagus,no_but_species_uncertain,0,0,0
20MYRAW3253,,Anopheles anthropophagus,no_but_species_uncertain,0,0,0
20MYRAW3255,,Anopheles peditaeniatus,no_but_species_uncertain,0,0,0
20MYRAW3257,,Anopheles anthropophagus,no_but_species_uncertain,0,0,0
20MYRBM1115,,Armigeres subalbatus,no_but_species_uncertain,3.082614056720099,0.21746210364935345,24
20MYRBM1119,,Armigeres subalbatus,no_but_species_uncertain,6.472491909385114,0.21648009266123905,13.2
20MYRBM1122,,Armigeres subalbatus,no_but_species_uncertain,4.914004914004914,0.19603047740637128,35.75
20MYRBM1123,,Armigeres subalbatus,no_but_species_uncertain,1.3745704467353952,0.05568619280073024,25
20MYRSR1095,,Armigeres subalbatus,no_but_species_uncertain,2.4783147459727384,0.15660482840452722,11.25
20MYRSR1096,,Armigeres subalbatus,no_but_species_uncertain,2.4829298572315333,0.07785161924953951,20.75
20MYRSR1097,,Armigeres subalbatus,no_but_species_uncertain,0,0,0
20MYRSR1098,,Armigeres subalbatus,no_but_species_uncertain,0,0,0
20MYRSR1099,,Armigeres subalbatus,no_but_species_uncertain,0,0,0
20MYRSR1100,,Armigeres subalbatus,no_but_species_uncertain,0,0,0
20MYRSR1103,,Armigeres subalbatus,no_but_species_uncertain,0,0,0
20MYRSR3246,,Culicidae sp. Ne39M/Psorophora ferox,no_but_species_uncertain,0,0,0
20MYRSR3247,,Armigeres subalbatus,no_but_species_uncertain,2.6212319790301444,0.09284258935468076,12
20MYRYW1083,,Aedes galloisi,no_but_species_uncertain,0,0,0
20MYRYW1084,,Aedes galloisi,no_but_species_uncertain,1.239925604463732,0.13721083939193654,12
20MYRYW1085,,Aedes galloisi,no_but_species_uncertain,2.4183796856106405,0.1094363083724786,11.5
20NBAW0824,,Anopheles anthropophagus,no_but_species_uncertain,0,0,0
20NBAW0826,,Anopheles anthropophagus,no_but_species_uncertain,0.6385696040868455,0.05982905982905983,7
20NBAW0832,,Anopheles anthropophagus,no_but_species_uncertain,0,0,0
20NBKW0797,,Culex lygrus,no_but_species_uncertain,0,0,0
20NBKW0803,,Culex pipiens,no_but_species_uncertain,0,0,0
20NBSDH0804,,Culex declarator,no_but_species_uncertain,0,0,0
20NBSDH0807,,Culex pseudovishnui/Culex tritaeniorhynchus,no_but_species_uncertain,0,0,0
20NBSDH0810,,Culex tritaeniorhynchus,no_but_species_uncertain,0,0,0
20NBYW0786,,Aedes flavopictus,no_but_species_uncertain,0,0,0
20NXKW0342,,Culex quinquefasciatus,no_but_species_uncertain,1.1607661056297156,0.06503759398496241,47.5
20NXKW0343,,Culex quinquefasciatus,no_but_species_uncertain,0.6472491909385113,0.06521739130434782,6
20NXKW0344,,Culex quinquefasciatus,no_but_species_uncertain,1.292824822236587,0.07272823442293452,10
20NXKW0345,,Culex quinquefasciatus,no_but_species_uncertain,1.7814726840855108,0.18338338697491297,201.33333333333337
20NXKW0346,,Culex quinquefasciatus,no_but_species_uncertain,6.41025641025641,0.09065504075970689,54.45454545454545
20NXKW0347,,Culex pipiens,no_but_species_uncertain,6.184291898577613,0.07222956372754498,202.1
20NXKW0348,,Culex quinquefasciatus,no_but_species_uncertain,2.285714285714286,0.06113255990363452,27.75
20NXKW0349,,Armigeres subalbatus/Culex pipiens,no_but_species_uncertain,0,0,0
20NXKW0350,,Culex pipiens,no_but_species_uncertain,0,0,0
20NXKW0351,,Culex quinquefasciatus,no_but_species_uncertain,5.438066465256798,0.09287382826941663,12.88888888888889
20PMAW1484,,Anopheles maculatus,no_but_species_uncertain,3.0211480362537766,0.06802312138728324,11.8
20PMKW1454,,Culex declarator,no_but_species_uncertain,1.2143290831815423,0.05290033851626599,35.5
20PMKW1455,,Culex declarator,no_but_species_uncertain,1.8270401948842871,0.07387755102040816,7.333333333333333
20PMKW1459,,Culex lygrus,no_but_species_uncertain,4.732927653820148,0.12987588652482268,6.142857142857143
20PMKW1462,,Armigeres subalbatus/Culex quinquefasciatus,no_but_species_uncertain,0,0,0
20PMKW1463,,Culex pipiens,no_but_species_uncertain,0,0,0
20PMSDH1461,,Culex aff. dolosus CJForm PGF-2018,no_but_species_uncertain,0,0,0
20PMSDH1466,,Culex australicus,no_but_species_uncertain,1.7740981667652278,0.08897807582018108,13
20PMSDH1468,,Culex australicus,no_but_species_uncertain,4.2270531400966185,0.10097220510292122,7.857142857142857
20PMSDH1469,,Culex tarsalis,no_but_species_uncertain,9.417304296645083,0.07589651528933197,10.25
20PMSDH1472,,Culex aff. dolosus CJForm PGF-2018,no_but_species_uncertain,0,0,0
20PMYW1444,,Ochlerotatus sierrensis,no_but_species_uncertain,7.995079950799507,0.17062171403935528,14.692307692307692
20PMYW1446,,Ochlerotatus sierrensis,no_but_species_uncertain,0.5871990604815032,0.0729312762973352,104
20PMYW1447,,Ochlerotatus sierrensis,no_but_species_uncertain,0.6060606060606061,0.05102040816326531,40
20PMYW1448,,Aedes rubrithorax,no_but_species_uncertain,0,0,0
20PMYW1453,,Ochlerotatus sierrensis,no_but_species_uncertain,0.6459948320413437,0.2972972972972973,11
20PMYW1479,,Ochlerotatus vittiger,no_but_species_uncertain,0.649772579597141,0.07547169811320754,20
20QDSDH0388,,Aedes albopictus/Culex chidesteri,no_but_species_uncertain,0,0,0
20RLBM1443,,Armigeres subalbatus,no_but_species_uncertain,3.351206434316354,0.1472346812511504,21.4
20RLSDH1418,,Culex tritaeniorhynchus,no_but_species_uncertain,0.643915003219575,0.08875739644970414,30
20RLSR1429,,Armigeres subalbatus,no_but_species_uncertain,13.813813813813814,0.13542680205941238,36.608695652173914
20RLSR1431,,Armigeres subalbatus,no_but_species_uncertain,0,0,0
20SCSDH0025,,Culex tritaeniorhynchus,no_but_species_uncertain,0,0,0
20SCYW0002,,Aedes galloisi,no_but_species_uncertain,11.571254567600487,0.18961924484372888,8.210526315789474
20SHSDH0172,,Culex tritaeniorhynchus,no_but_species_uncertain,0,0,0
20SHSDH0173,,Culex tritaeniorhynchus,no_but_species_uncertain,0,0,0
20SYKW0613,,Culex orbostiensis,no_but_species_uncertain,0.6540222367560498,0.05785123966942149,7
20SYSDH0614,,Culex tritaeniorhynchus,no_but_species_uncertain,0,0,0
20SYSDH0615,,Culex tritaeniorhynchus,no_but_species_uncertain,0.6329113924050633,0.1506172839506173,244
20SYSDH0616,,Culex tritaeniorhynchus,no_but_species_uncertain,0,0,0
20SYSDH0618,,Culex gelidus,no_but_species_uncertain,1.2836970474967906,0.14068214640733726,52
20SYSDH0619,,Culex gelidus,no_but_species_uncertain,0.5903187721369539,0.1153846153846154,9
20SYSDH0621,,Culex gelidus,no_but_species_uncertain,0.6157635467980296,0.3684210526315789,7
20SYSDH0622,,Culex sitiens,no_but_species_uncertain,0,0,0
20SYSDH0623,,Culex sitiens,no_but_species_uncertain,0.5966587112171838,0.3333333333333333,10
20WDBM1370,,Armigeres subalbatus,no_but_species_uncertain,1.3368983957219251,0.07563559322033898,9
20WDSDH1340,,Culex tritaeniorhynchus,no_but_species_uncertain,0,0,0
20WDSDH1343,,Culex tritaeniorhynchus,no_but_species_uncertain,0,0,0
20WDSDH1344,,Culex tritaeniorhynchus,no_but_species_uncertain,0,0,0
20WDSDH1347,,Culex tritaeniorhynchus,no_but_species_uncertain,0,0,0
20WDSDH1349,,Culex tritaeniorhynchus,no_but_species_uncertain,1.226241569589209,0.07387387387387387,10.5
20WDSR1350,,Armigeres subalbatus,no_but_species_uncertain,0.5753739930955121,0.0913978494623656,17
20WDSR1351,,Armigeres subalbatus,no_but_species_uncertain,0.6169031462060457,0.16,8
20WDSR1352,,Culex aff. dolosus CJForm PGF-2018/Culex annulioris,no_but_species_uncertain,0,0,0
20WDSR1353,,Armigeres subalbatus,no_but_species_uncertain,0,0,0
20WDSR1354,,Armigeres subalbatus,no_but_species_uncertain,0.7627765064836003,0.05982905982905983,7
20WDSR1355,,Armigeres subalbatus,no_but_species_uncertain,0.7173601147776184,0.08108108108108109,6
20WDSR1356,,Armigeres subalbatus,no_but_species_uncertain,0,0,0
20WDSR1357,,Armigeres subalbatus,no_but_species_uncertain,0,0,0
20WDSR1359,,Culex tritaeniorhynchus,no_but_species_uncertain,0,0,0
20WDYW1332,,Aedes galloisi,no_but_species_uncertain,0,0,0
20WHSDH0588,,Culex tritaeniorhynchus,no_but_species_uncertain,1.8050541516245489,0.3444444444444444,7.333333333333333
20YZBMKW3447,,Ochlerotatus vittiger,no_but_species_uncertain,0,0,0
20YZBMKW3448,,Aedes atropalpus,no_but_species_uncertain,3.1766200762388817,0.07176045592546101,71.4
20YZCYBGKW3403,,Culex aff. dolosus CJForm PGF-2018,no_but_species_uncertain,1.7513134851138354,0.27311297210359936,182
20YZCYBGSDH3409,,Culex aff. dolosus CJForm PGF-2018/Culex pipiens,no_but_species_uncertain,0,0,0
20YZCYBGSDH3410,,Culex aff. dolosus CJForm PGF-2018,no_but_species_uncertain,0,0,0
